Client_ID,Name,Gender,Age,City,Length_at_Residence,Education
1517,E A Murphy,F,26,Regina,15,1
1518,D S Page,M,18,Saskatoon,9,3
1519,J P Woodard,M,19,Moose Jaw,6,2
1520,C P Garcia,M,36,Regina,21,2
1521,J B Robinson,F,43,Saskatoon,11,1
1522,S L Sanchez,F,56,Saskatoon,16,2
1523,J C Spencer,M,41,Regina,8,4
1524,R T Parks,M,43,North Battleford,17,1
1525,V G Bond,M,23,Regina,20,2
1526,W L Humphrey,F,43,Moose Jaw,16,2
1527,L L Mason,F,52,Saskatoon,24,2
1528,T L Norton,M,48,Saskatoon,10,1
1529,F A Wiggins,F,35,Saskatoon,15,2
1530,M A Deleon,F,53,Moose Jaw,10,3
1531,A P Hutchinson,F,21,Moose Jaw,21,2
1532,C A Miranda,M,40,North Battleford,12,1
1533,E E Richards,M,42,Regina,14,2
1534,J T Stevenson,M,24,Regina,0,2
1535,H D Norris,F,50,Regina,11,4
1536,L A Swanson,M,24,Saskatoon,5,1
1537,T L Henry,F,52,Regina,8,3
1538,A E Glass,M,33,Saskatoon,25,3
1539,W C Wilkins,F,33,Saskatoon,9,4
1540,L A Manning,M,53,Regina,1,2
1541,D A Hampton,M,40,Regina,8,1
1542,P N Contreras,F,21,Saskatoon,6,1
1543,J T York,F,34,Moose Jaw,26,1
1544,M P Howell,F,30,North Battleford,7,3
1545,M B Rich,F,26,Saskatoon,14,4
1546,I S Flowers,F,19,Regina,5,1
1547,S A Grant,F,54,Saskatoon,41,4
1548,D A Francis,F,29,Regina,14,1
1549,T E Hardin,M,46,North Battleford,9,1
1550,A A Jenkins,M,56,Regina,25,1
1551,R G Washington,M,22,Saskatoon,6,3
1552,H B Thornton,F,55,Moose Jaw,6,1
1553,J Y Brown,F,53,Regina,5,2
1554,M C Freeman,F,23,Saskatoon,5,1
1555,C E Love,M,41,Saskatoon,10,2
1556,A W Rios,F,35,Regina,35,3
1557,H A Monroe,F,23,North Battleford,11,2
1558,L K Little,F,32,Saskatoon,17,1
1559,H V Romero,M,39,Saskatoon,15,2
1560,M F Huff,M,32,Saskatoon,8,0
1561,S A Hanson,F,33,Regina,5,2
1562,I A Phelps,F,53,Regina,14,2
1563,S C Neal,F,29,Saskatoon,5,2
1564,J J Conner,M,28,Regina,19,2
1565,J L Tate,M,43,Saskatoon,16,2
1566,W M Hines,F,26,Regina,12,1
1567,M W Walton,F,42,Saskatoon,6,3
1568,A C Lindsey,F,53,Saskatoon,11,2
1569,E V Serrano,F,48,Saskatoon,7,3
1570,H E Pierce,F,30,Saskatoon,19,2
1571,E S Goodman,M,51,Moose Jaw,14,0
1572,L C Washington,M,25,Regina,8,4
1573,M P Morales,F,35,Moose Jaw,9,0
1574,E S Shepherd,M,31,Moose Jaw,14,3
1575,E W Craig,F,20,Regina,9,2
1576,J H Mendoza,M,55,Regina,24,2
1577,S J Prince,F,29,Saskatoon,8,1
1578,A C Cunningham,M,44,Regina,24,2
1579,B A Grant,M,32,Moose Jaw,9,2
1580,S C Roth,F,23,Regina,20,1
1581,A C Mckenzie,M,19,,6,1
1582,N N Erickson,M,35,Moose Jaw,19,1
1583,A T Marquez,F,51,Regina,9,3
1584,N A Mathews,M,29,Saskatoon,1,1
1585,A A Baxter,F,23,Regina,14,0
1586,G E Cross,M,31,Saskatoon,17,2
1587,R M Baldwin,M,20,Saskatoon,6,0
1588,D E Day,M,20,Regina,10,3
1589,W J Collins,M,26,Saskatoon,7,3
1590,B B Roberson,F,36,Saskatoon,5,3
1591,P L Merritt,M,52,Saskatoon,8,1
1592,C B Mclaughlin,F,42,North Battleford,9,3
1593,E E Walker,F,39,Moose Jaw,0,2
1594,V I Patrick,M,25,Regina,2,4
1595,T D Chavez,F,50,Saskatoon,5,3
1596,G T Moses,M,40,Regina,14,2
1597,L C Wilkerson,F,55,Regina,14,3
1598,C S Tyler,F,43,North Battleford,9,3
1599,S C Joseph,M,54,North Battleford,8,1
1600,G S Baxter,M,54,Regina,2,1
1601,L D Miller,M,51,Saskatoon,7,3
1602,J P Roth,M,24,Regina,13,0
1603,J A Shepherd,F,19,Regina,13,1
1604,W L Daniel,F,32,Moose Jaw,18,2
1605,G R Sutton,F,45,Saskatoon,5,2
1606,V G Henson,M,55,Regina,17,1
1607,E E Knight,F,52,Saskatoon,7,1
1608,L C Preston,M,24,Regina,6,2
1609,R R Rogers,F,50,Saskatoon,3,1
1610,B M Ingram,M,35,Saskatoon,4,2
1611,A A Johnson,M,22,Regina,1,2
1612,C M Atkinson,M,53,Moose Jaw,8,2
1613,S D Marsh,F,55,Saskatoon,21,1
1614,M F Nunez,M,36,Regina,7,1
1615,D V Mendez,F,21,Regina,14,1
1616,H L Patton,M,28,Saskatoon,10,2
1617,C P Kirby,F,47,Saskatoon,11,3
1618,F L Gilmore,M,47,,18,1
1619,C E Lindsey,F,38,Saskatoon,12,1
1620,A C Adams,M,25,Saskatoon,18,4
1621,L B Tran,M,22,North Battleford,22,1
1622,E C Manning,M,41,Saskatoon,1,4
1623,G A Willis,F,51,North Battleford,5,3
1624,P R Blake,F,56,Regina,20,3
1625,L G Rios,M,51,North Battleford,8,2
1626,C C Fletcher,M,36,Moose Jaw,30,2
1627,P P Owens,M,54,Regina,0,2
1628,M S Osborne,F,20,Saskatoon,10,3
1629,P J Guzman,F,42,Regina,17,2
1630,J A Weber,F,24,North Battleford,14,2
1631,P H Vargas,F,23,Regina,6,2
1632,J J Schmidt,F,40,Regina,21,3
1633,L R Rios,F,23,Regina,19,1
1634,O K Golden,M,26,Saskatoon,5,1
1635,J A Norton,M,41,Regina,9,1
1636,E S Vasquez,F,52,Moose Jaw,34,2
1637,E J Pratt,F,38,,24,4
1638,R D Contreras,M,45,North Battleford,12,2
1639,D C Gibson,F,51,Moose Jaw,10,1
1640,W E Gutierrez,M,54,Moose Jaw,7,1
1641,C N Navarro,F,39,Saskatoon,39,0
1642,V A Thomas,F,55,Moose Jaw,19,1
1643,E J Walker,F,36,Regina,27,2
1644,A W Martin,M,37,Regina,4,1
1645,L J Thompson,F,41,Regina,7,3
1646,C J Santos,M,40,Regina,21,0
1647,S C Cunningham,M,33,Regina,13,4
1648,F E Savage,M,34,Regina,0,2
1649,L E Cross,F,28,Moose Jaw,0,4
1650,W G Peters,F,29,Saskatoon,9,1
1651,E L Wilkins,F,32,Saskatoon,18,2
1652,A U Wheeler,M,39,Regina,12,1
1653,S A Garrison,M,29,Saskatoon,16,3
1654,E M Salinas,F,19,Saskatoon,14,2
1655,G L Randall,F,25,Regina,24,2
1656,R G Cannon,M,50,Saskatoon,13,0
1657,P J Norris,M,30,Regina,7,1
1658,C M Combs,F,23,Saskatoon,8,3
1659,J E Hutchinson,F,48,Saskatoon,16,3
1660,E R Hopkins,F,50,Regina,13,2
1661,D V Bennett,M,33,Saskatoon,24,3
1662,R M Mills,F,31,Regina,2,1
1663,T M Fischer,F,44,Regina,5,2
1664,P M Allison,M,51,Saskatoon,19,3
1665,P E Stevenson,F,20,Regina,8,2
1666,I M Christian,M,37,Saskatoon,0,2
1667,H A Serrano,M,47,Regina,9,1
1668,L M Murray,M,50,Regina,11,3
1669,G K Hamilton,F,42,Regina,19,2
1670,A V Hickman,F,50,Saskatoon,10,4
1671,R E Hunter,F,45,Regina,11,3
1672,L W Barker,F,41,Moose Jaw,14,1
1673,B C Dorsey,M,47,Moose Jaw,9,2
1674,L E Newman,F,27,Moose Jaw,18,2
1675,I G Roman,F,23,Saskatoon,23,3
1676,P S Whitehead,M,34,Moose Jaw,8,4
1677,W C Ball,M,39,Regina,21,2
1678,K C Small,M,50,Moose Jaw,21,1
1679,W M Todd,M,50,Regina,12,4
1680,T J Richard,M,28,Saskatoon,7,4
1681,A B Stone,F,37,Saskatoon,9,3
1682,H L Powers,M,45,Moose Jaw,13,2
1683,H J Perkins,F,23,North Battleford,5,4
1684,A C Craig,F,34,Regina,9,3
1685,D J Thornton,M,55,Saskatoon,10,2
1686,C E Weaver,F,47,Regina,24,1
1687,J S Ruiz,M,53,Saskatoon,14,2
1688,F E Dennis,F,32,Regina,6,2
1689,A E Swanson,F,34,Regina,13,3
1690,T F Neal,F,36,North Battleford,0,2
1691,C C Randall,F,54,North Battleford,15,3
1692,K P Lyons,F,26,Regina,26,2
1693,I E Moran,F,27,Saskatoon,13,0
1694,C A Copeland,M,31,Saskatoon,29,1
1695,C L Clay,M,19,Regina,8,3
1696,J K Klein,F,29,Saskatoon,8,4
1697,C S Fox,M,45,Regina,0,3
1698,C M Olson,M,24,North Battleford,1,2
1699,M A Gregory,F,56,Regina,25,2
1700,E S Miranda,M,30,Moose Jaw,30,1
1701,P A Romero,M,26,Saskatoon,5,1
1702,M L Ramsey,F,29,Saskatoon,18,2
1703,E J Rogers,M,51,Regina,14,3
1704,C B Cohen,M,51,Moose Jaw,2,1
1705,R F Heath,F,23,Saskatoon,2,0
1706,L H Atkins,F,54,Regina,37,3
1707,E M Higgins,F,53,,12,2
1708,P S Klein,F,30,Moose Jaw,9,2
1709,M S Brown,F,54,Regina,7,4
1710,M T Mccoy,M,46,Saskatoon,8,1
1711,I J Cooper,F,37,Moose Jaw,9,2
1712,E R Casey,M,53,Regina,23,1
1713,G B Monroe,F,44,North Battleford,1,3
1714,E J Lynch,M,49,Saskatoon,36,
1715,C R Hale,F,24,Saskatoon,24,2
1716,F A Carson,M,49,,6,1
1717,H Z Wood,M,38,Regina,5,
1718,H F Tate,F,50,North Battleford,15,2
1719,J F Simon,F,34,Moose Jaw,11,1
1720,G W Wyatt,F,54,Moose Jaw,3,0
1721,J S Day,F,33,,19,2
1722,P C Cannon,M,31,Saskatoon,17,1
1723,E P Hood,F,23,Regina,6,2
1724,N M Daniel,M,46,Saskatoon,5,2
1725,D S Berry,M,34,Regina,18,1
1726,J V Larson,F,47,Saskatoon,10,2
1727,J C Vazquez,M,47,Moose Jaw,19,1
1728,B A Lane,M,42,Regina,27,4
1729,R L Shaffer,F,51,North Battleford,25,1
1730,D N Christian,F,52,North Battleford,8,2
1731,C C Curry,M,53,Saskatoon,9,1
1732,F R Lamb,F,35,Saskatoon,20,1
1733,S A Newman,M,37,North Battleford,11,2
1734,E A Wiley,M,25,Moose Jaw,21,4
1735,A C Brewer,M,34,Moose Jaw,19,2
1736,J B Watkins,M,24,Moose Jaw,15,3
1737,M L Mclaughlin,M,30,Moose Jaw,1,1
1738,I I Roberson,F,46,Regina,17,4
1739,M Z Grant,F,43,Regina,10,1
1740,M L Alexander,F,51,Regina,5,2
1741,N L Doyle,F,42,Saskatoon,11,4
1742,M E Dorsey,M,33,Saskatoon,27,0
1743,M A Whitehead,M,48,North Battleford,9,1
1744,A M Hopkins,F,36,Regina,0,1
1745,A S Strong,F,39,Saskatoon,0,1
1746,C S Sanchez,F,18,Regina,8,3
1747,E H Banks,F,43,Regina,12,2
1748,C A Wiggins,M,22,Regina,5,3
1749,R C Stafford,M,54,,9,2
1750,F J Rice,F,38,Saskatoon,3,4
1751,A T Summers,F,28,North Battleford,4,2
1752,J W Vincent,M,35,Moose Jaw,14,2
1753,L R Orr,F,19,North Battleford,8,3
1754,S J Lewis,M,25,Saskatoon,19,2
1755,L S Walsh,F,29,Saskatoon,8,3
1756,R R Patrick,F,24,Moose Jaw,24,2
1757,E D Dunn,M,29,North Battleford,12,2
1758,H M Walton,M,51,Saskatoon,9,0
1759,J D Hammond,F,20,Saskatoon,3,0
1760,H V Terry,M,45,North Battleford,14,1
1761,M M Wilkins,F,33,Saskatoon,14,0
1762,J M Stafford,M,52,Regina,2,3
1763,C G Gallegos,F,32,Saskatoon,7,2
1764,E J Mann,M,39,Saskatoon,19,1
1765,M O Roberson,F,25,Regina,25,3
1766,A T Pope,M,45,Saskatoon,32,4
1767,F F Steele,M,30,Saskatoon,16,1
1768,E C Blankenship,F,39,Saskatoon,18,1
1769,H E Phelps,M,45,Saskatoon,22,1
1770,E V Ford,M,50,Saskatoon,16,1
1771,V D Pacheco,F,39,Regina,9,0
1772,A C Patel,M,28,Regina,1,4
1773,J W Kim,M,27,Saskatoon,0,1
1774,N E Mcclure,M,48,Saskatoon,4,2
1775,K L Bridges,F,35,Regina,7,2
1776,F E Wilkerson,F,54,North Battleford,25,2
1777,J C Cochran,F,46,Saskatoon,21,2
1778,L C Garza,F,33,,0,0
1779,R A Santos,M,53,Regina,5,1
1780,L R Henson,F,25,Saskatoon,20,3
1781,W A Rose,F,48,Regina,2,2
1782,A M Nunez,F,42,Saskatoon,30,2
1783,J M Hunter,F,33,Regina,4,2
1784,L L West,M,49,Saskatoon,4,1
1785,F R Valdez,F,45,Regina,20,3
1786,I V King,F,40,Regina,25,2
1787,K C Reynolds,F,36,Saskatoon,1,1
1788,P V Owens,M,42,North Battleford,1,1
1789,R D Combs,F,20,Moose Jaw,3,1
1790,Z H Stephens,F,42,Regina,22,3
1791,L I Johns,F,25,Regina,9,0
1792,A E Mack,M,31,Saskatoon,5,2
1793,G E Small,M,49,Saskatoon,11,1
1794,D A Cameron,F,25,Saskatoon,18,3
1795,L M Garcia,F,35,Regina,2,2
1796,A E Harrell,M,29,Saskatoon,21,4
1797,A C Kim,F,49,Regina,29,3
1798,E A Mcdonald,F,35,Saskatoon,14,2
1799,S M Mathis,M,23,Regina,9,1
1800,M G Morton,M,43,Saskatoon,15,0
1801,A D Thompson,F,20,Regina,16,1
1802,C E Olson,M,19,North Battleford,2,2
1803,G M Whitaker,F,37,North Battleford,8,8
1804,S A Wolfe,M,38,Regina,7,4
1805,D G Johnston,F,22,Regina,22,1
1806,M C Blair,F,29,Regina,11,2
1807,J H Hubbard,M,19,Moose Jaw,17,3
1808,S J Huff,F,41,North Battleford,10,4
1809,S E Massey,F,26,Regina,26,4
1810,S J Chambers,M,27,Saskatoon,12,3
1811,D K Holloway,M,50,Moose Jaw,11,3
1812,M C Miles,M,31,Saskatoon,11,2
1813,K M Obrien,M,45,Regina,1,3
1814,C S Mullins,F,48,Saskatoon,12,4
1815,J M Horton,M,49,Regina,8,2
1816,Z S Snyder,M,32,Saskatoon,23,1
1817,J E Houston,M,24,Saskatoon,21,3
1818,A M Jenkins,M,53,Saskatoon,12,3
1819,I T Buchanan,F,31,Saskatoon,3,1
1820,F J Wilkerson,M,49,Saskatoon,5,2
1821,G E Bailey,F,31,Saskatoon,9,2
1822,M J Cox,F,25,Regina,11,2
1823,I F Green,M,56,Moose Jaw,33,3
1824,G A Ray,M,29,Regina,9,3
1825,M L Salazar,M,20,Moose Jaw,14,1
1826,H H Richard,M,19,Regina,19,3
1827,S C Allison,M,40,North Battleford,16,3
1828,D D Patterson,M,40,Regina,6,3
1829,E M Sutton,F,31,Moose Jaw,8,3
1830,S R York,F,33,Saskatoon,10,2
1831,H A Hopkins,F,27,Saskatoon,15,2
1832,E W Potter,F,33,Moose Jaw,1,1
1833,H M Taylor,M,50,Regina,0,3
1834,W M Elliott,M,32,Moose Jaw,7,2
1835,W R Walsh,M,54,Regina,4,2
1836,A S Contreras,M,29,Regina,0,1
1837,R A Meyers,F,36,Saskatoon,0,2
1838,M C Anderson,M,22,North Battleford,10,4
1839,A W Morgan,M,29,Regina,29,1
1840,T J Dawson,M,54,Saskatoon,0,2
1841,M A Bradley,M,40,Regina,6,2
1842,J R Robertson,F,21,Saskatoon,1,1
1843,E H Bond,M,30,Moose Jaw,15,2
1844,R H Rich,M,19,Regina,0,2
1845,C B Golden,F,28,Saskatoon,10,1
1846,M T Ellison,M,46,Regina,16,3
1847,F U Barnett,F,24,Moose Jaw,12,2
1848,P L Wood,F,45,North Battleford,28,1
1849,J A Potter,F,24,Moose Jaw,1,2
1850,C E Espinoza,F,49,North Battleford,34,2
1851,B I Norman,F,36,Saskatoon,22,1
1852,E A Sloan,M,23,Saskatoon,5,0
1853,D P Warren,M,34,Saskatoon,5,2
1854,J S Phillips,M,29,Moose Jaw,10,4
1855,A D Hammond,M,41,Saskatoon,11,3
1856,K E Walter,F,27,Moose Jaw,7,3
1857,E E Rivera,M,46,Moose Jaw,7,8
1858,A I Powers,M,49,North Battleford,9,4
1859,Z E Green,M,34,Saskatoon,0,0
1860,Z K Simon,M,53,Saskatoon,2,2
1861,C S Townsend,M,28,North Battleford,5,1
1862,E D Garner,M,25,Saskatoon,9,0
1863,M V Bates,M,47,Regina,10,1
1864,A M Mills,F,42,Saskatoon,15,1
1865,S H Holloway,F,34,Regina,0,0
1866,C B Cortez,M,48,Saskatoon,11,0
1867,E B Medina,F,34,Regina,19,1
1868,N S Schroeder,M,47,Regina,3,1
1869,D N Wright,F,19,Saskatoon,14,1
1870,R K Pittman,F,48,Saskatoon,5,3
1871,M H Bradford,M,33,Regina,3,2
1872,I B Klein,M,36,Moose Jaw,1,3
1873,R R Bowen,M,41,Saskatoon,29,2
1874,S M Huff,F,19,Moose Jaw,9,4
1875,T A Cameron,F,22,Saskatoon,8,3
1876,A J Poole,F,28,Moose Jaw,8,1
1877,A E Gates,F,45,Saskatoon,19,3
1878,A M Cole,F,48,Saskatoon,25,2
1879,C R Douglas,F,25,Regina,19,2
1880,J H Rodgers,F,47,Moose Jaw,23,3
1881,J J Weaver,M,29,Saskatoon,8,2
1882,A H Cain,F,19,Saskatoon,19,1
1883,C J Walker,M,22,Saskatoon,21,3
1884,K A Callahan,F,47,North Battleford,20,1
1885,J H White,M,48,Saskatoon,12,3
1886,O A Rogers,M,23,Saskatoon,6,1
1887,B R Ramsey,M,55,Saskatoon,3,
1888,P S Martin,M,53,Saskatoon,4,1
1889,A L Lang,F,35,Regina,25,3
1890,M A Carey,M,41,Saskatoon,8,2
1891,K J Ballard,F,45,Regina,4,0
1892,A C Hunt,F,31,Regina,25,0
1893,S P Burns,F,33,Regina,9,2
1894,A K Curry,F,42,Saskatoon,0,0
1895,P H Rich,F,43,Regina,22,2
1896,P K Valdez,F,30,Regina,11,2
1897,J D Thornton,M,24,Saskatoon,14,3
1898,L V Matthews,M,28,Regina,11,2
1899,Z T Phelps,M,21,North Battleford,14,1
1900,J Z Chapman,F,26,Saskatoon,4,3
1901,M L Brooks,F,46,Saskatoon,43,2
1902,V I Preston,F,50,Regina,17,2
1903,P Y Ellison,F,32,Saskatoon,1,3
1904,S Z Thornton,M,29,Regina,14,0
1905,H C Butler,M,43,Regina,10,2
1906,W J Burgess,M,46,Moose Jaw,1,1
1907,R E Kelly,M,39,Saskatoon,6,2
1908,L L Hammond,M,47,Moose Jaw,14,2
1909,T C Wolf,M,25,Regina,7,3
1910,A R Fletcher,M,49,Regina,21,2
1911,K V Oliver,M,32,Regina,0,1
1912,C M Eaton,F,31,Saskatoon,18,2
1913,F G Lyons,F,27,Saskatoon,17,2
1914,J S Trujillo,M,37,Regina,2,0
1915,O M Vega,M,19,Saskatoon,12,2
1916,M L Cochran,M,45,Regina,20,3
1917,J R Sims,M,19,Regina,12,3
1918,A J Johns,F,43,Regina,6,2
1919,A K Porter,F,26,Moose Jaw,3,2
1920,B D Wilkins,F,29,Moose Jaw,12,1
1921,S P Palmer,F,20,Regina,5,3
1922,J C Burke,F,26,Saskatoon,23,1
1923,C V Francis,F,43,North Battleford,8,3
1924,I D Morales,F,34,Regina,8,2
1925,J L Daniel,M,56,Saskatoon,5,2
1926,H A Cohen,M,38,North Battleford,15,3
1927,M R Holmes,M,48,Saskatoon,11,3
1928,L K Watkins,M,20,Moose Jaw,20,4
1929,M R Francis,F,41,Moose Jaw,3,1
1930,F J Day,F,40,Saskatoon,12,4
1931,C K May,F,44,,11,2
1932,J J Nicholson,M,49,Saskatoon,16,2
1933,P E Stone,M,39,Saskatoon,10,0
1934,S H Norton,M,23,Regina,20,2
1935,L H Pitts,F,46,Regina,20,0
1936,M V Olson,M,19,Regina,19,2
1937,L P West,M,53,North Battleford,12,3
1938,D R Ingram,F,47,Regina,31,1
1939,P R Vasquez,M,33,Saskatoon,17,3
1940,J A Cline,M,22,Moose Jaw,4,4
1941,P J Acosta,F,33,Regina,11,3
1942,E B Brooks,M,32,Regina,29,3
1943,S J Moreno,M,50,Saskatoon,20,4
1944,C E Doyle,M,44,Saskatoon,14,1
1945,A L Lindsey,M,39,Regina,20,2
1946,G T Zimmerman,M,45,Saskatoon,14,3
1947,R W Gaines,M,49,,2,1
1948,O N Nixon,F,51,Saskatoon,1,1
1949,J P Campos,M,27,,13,4
1950,S A Anderson,F,25,Regina,0,2
1951,D R Brown,M,36,Saskatoon,8,0
1952,E P Abbott,M,41,Saskatoon,5,3
1953,L J Ward,F,24,Regina,1,2
1954,L F Hunter,F,32,Saskatoon,17,3
1955,G J Price,F,51,Saskatoon,14,1
1956,A T Walton,M,20,Saskatoon,18,1
1957,M Y Hammond,M,40,Saskatoon,13,2
1958,G R Blackwell,M,22,Moose Jaw,18,2
1959,E N French,M,28,Saskatoon,9,1
1960,W R Collins,F,49,North Battleford,0,3
1961,G C Clayton,F,26,Saskatoon,13,2
1962,D J Carey,F,42,Regina,15,3
1963,B E Warner,M,22,Saskatoon,7,0
1964,A D Soto,F,51,Saskatoon,17,3
1965,T H Vega,M,28,Regina,2,0
1966,V M Schroeder,M,47,Saskatoon,19,3
1967,E R Pruitt,F,32,Saskatoon,22,1
1968,R E Matthews,M,24,Saskatoon,24,2
1969,R R Miles,M,19,Regina,0,1
1970,K B Bishop,F,50,Regina,5,4
1971,K R Boyd,F,51,Regina,7,2
1972,K S Rowe,F,30,Regina,16,1
1973,R D Flowers,M,56,Saskatoon,9,4
1974,A K Skinner,F,36,Saskatoon,3,3
1975,P S Rowe,F,52,Regina,12,2
1976,R K Warner,M,26,Saskatoon,12,2
1977,P E Rich,F,41,Regina,19,2
1978,S V Goodman,F,19,Regina,8,3
1979,C K Floyd,M,50,Saskatoon,23,1
1980,T D Doyle,F,39,Regina,0,2
1981,I G Kim,F,42,North Battleford,9,3
1982,K K Miles,F,48,Saskatoon,6,4
1983,J J Cannon,M,20,Regina,3,4
1984,R V Oliver,M,39,Moose Jaw,7,4
1985,J J Miles,M,44,Saskatoon,14,2
1986,M M Horn,F,50,Regina,17,1
1987,G L Schneider,M,20,North Battleford,14,2
1988,I L Shields,F,36,Saskatoon,19,1
1989,F H Griffin,F,25,Regina,3,3
1990,O E Chandler,M,31,Regina,5,2
1991,S V Hess,M,51,Saskatoon,28,3
1992,A R Whitehead,M,30,Regina,26,4
1993,P J Summers,F,32,Saskatoon,4,2
1994,L E Keith,M,38,North Battleford,12,3
1995,T N Stafford,F,48,Regina,0,1
1996,V R Cochran,M,19,Moose Jaw,3,3
1997,S V Cochran,F,46,Moose Jaw,21,2
1998,A D Stevens,M,40,Saskatoon,1,0
1999,C A Guerrero,M,36,Saskatoon,14,2
2000,A E Taylor,F,52,North Battleford,23,2
2001,E L Garrett,F,20,Saskatoon,20,3
2002,E A Ellison,M,32,Regina,9,2
2003,S R Baxter,M,53,Regina,10,3
2004,B B Perez,M,20,Regina,12,8
2005,M A Castro,M,35,Saskatoon,6,1
2006,S V Casey,F,22,Saskatoon,13,3
2007,J R Fitzgerald,F,29,North Battleford,18,4
2008,W C Newman,F,23,North Battleford,9,3
2009,P L Conway,M,43,Saskatoon,7,1
2010,A P Pierce,M,30,Saskatoon,29,3
2011,T P Hale,F,30,Saskatoon,30,3
2012,G H Lynch,F,22,North Battleford,11,3
2013,A N Melton,F,53,Saskatoon,10,3
2014,M W Marshall,M,54,Saskatoon,7,3
2015,D J Erickson,F,30,North Battleford,6,3
2016,M V Love,M,49,Moose Jaw,1,2
2017,J J Prince,M,53,Saskatoon,0,3
2018,M P Randall,F,49,Saskatoon,1,4
2019,C E Gilmore,M,52,Regina,4,1
2020,A L Trujillo,F,54,Saskatoon,14,2
2021,C C Charles,F,25,North Battleford,19,3
2022,S C Mueller,M,24,Saskatoon,0,2
2023,L B Salazar,F,28,Saskatoon,15,4
2024,P E Dalton,M,49,Regina,7,2
2025,A J Hickman,M,39,Saskatoon,8,0
2026,V I Grant,M,19,Saskatoon,13,1
2027,P F Dorsey,M,51,Saskatoon,6,4
2028,M T Thomas,F,41,Regina,25,3
2029,J R Elliott,M,51,Saskatoon,19,2
2030,U H Rowe,F,31,Regina,14,1
2031,H J Simon,M,40,Saskatoon,19,4
2032,J P Perez,M,37,Saskatoon,14,3
2033,M M Jacobs,M,42,Saskatoon,15,1
2034,W A West,F,46,Regina,17,2
2035,P A Deleon,M,35,,3,2
2036,A W Doyle,M,33,Moose Jaw,5,3
2037,D H Henderson,M,43,Moose Jaw,43,2
2038,G D Chandler,F,29,Regina,15,2
2039,R A Conley,F,41,Saskatoon,14,1
2040,K R Bush,F,54,North Battleford,10,3
2041,I I Knight,F,34,Saskatoon,6,4
2042,A J Luna,F,35,Moose Jaw,17,1
2043,R C Jefferson,F,31,Regina,0,1
2044,R R Lawson,M,20,Regina,15,0
2045,R R Frazier,M,52,Regina,1,2
2046,P A Gill,F,32,Moose Jaw,11,3
2047,E J Preston,M,45,Saskatoon,18,1
2048,Z K Adkins,F,43,North Battleford,0,0
2049,B A Deleon,F,46,Moose Jaw,18,1
2050,C F Peters,F,34,Regina,19,1
2051,C V Mcdonald,M,49,Regina,16,1
2052,E R Rhodes,F,38,Saskatoon,8,1
2053,M V Dunn,M,26,North Battleford,17,2
2054,T C Olson,M,40,Moose Jaw,0,4
2055,A W Ruiz,M,46,Saskatoon,26,1
2056,A P Bowen,F,55,Saskatoon,2,4
2057,C M Burns,F,55,Saskatoon,9,0
2058,E Z Garcia,M,47,Moose Jaw,2,1
2059,L B Burns,F,31,Regina,4,2
2060,G A Ray,M,37,Moose Jaw,7,1
2061,A J Bell,F,23,Saskatoon,23,2
2062,A M Bowers,M,52,Saskatoon,8,2
2063,O A Ortiz,M,38,Regina,19,2
2064,S O Pope,F,43,Moose Jaw,8,2
2065,F K Lamb,F,55,Moose Jaw,14,2
2066,E A Wells,M,35,Regina,13,0
2067,A W Pitts,M,31,Regina,13,2
2068,J R Jimenez,F,26,Saskatoon,16,1
2069,E P Murphy,F,56,Saskatoon,17,1
2070,L D Houston,M,48,Saskatoon,18,2
2071,S K Morgan,M,38,Saskatoon,37,0
2072,C R Franklin,M,45,Moose Jaw,8,3
2073,P J Lowe,F,34,Moose Jaw,15,4
2074,H N Townsend,M,21,Regina,6,2
2075,Y S Contreras,M,40,Saskatoon,13,1
2076,C G Munoz,F,38,Regina,19,3
2077,B L Harmon,F,41,Saskatoon,13,0
2078,V J Mcdaniel,F,50,Saskatoon,10,1
2079,E A Gill,M,42,Regina,23,2
2080,G A Shelton,F,25,Regina,7,1
2081,H A Myers,M,29,Saskatoon,6,2
2082,O T Walters,M,53,Regina,5,1
2083,D J Chavez,F,27,Saskatoon,18,2
2084,S R Johnson,M,49,Moose Jaw,22,1
2085,H R Baker,M,39,Saskatoon,21,2
2086,A M Sullivan,F,35,Saskatoon,7,1
2087,J P Thomas,M,22,North Battleford,15,2
2088,A D Clarke,M,38,Saskatoon,6,4
2089,D F Lang,F,53,Saskatoon,10,1
2090,W O Barnett,F,34,North Battleford,33,2
2091,D R Ingram,M,30,Saskatoon,4,1
2092,W C Fields,F,39,Saskatoon,8,1
2093,H C Mclaughlin,F,37,Moose Jaw,5,1
2094,H P Duncan,F,24,Regina,24,2
2095,W F Hensley,F,56,Saskatoon,28,1
2096,M C Cooper,F,29,Regina,23,1
2097,A N Davis,M,47,Saskatoon,10,2
2098,E W Saunders,F,21,Saskatoon,8,1
2099,W E Newman,M,45,Moose Jaw,2,1
2100,I B Blankenship,F,49,Saskatoon,30,3
2101,A E Davis,F,46,Moose Jaw,3,2
2102,D M Salinas,F,50,Regina,11,2
2103,M H Patton,M,22,Moose Jaw,8,1
2104,V B Conley,F,31,Regina,13,2
2105,V C Byrd,F,34,Saskatoon,5,1
2106,O P Wiley,F,25,Saskatoon,0,0
